rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
135,r013-0004-25247ec6,13,80,3,0,12,0,0,146,"{""relativeReattackFactor"":3.467122,""relativeReattackMinDelta"":0.005675,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.998916,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.555265,""confirmedRmsMinDelta"":0.00784,""confirmedFluxFactor"":2.1532,""confirmedMinFlux"":0.005037,""confirmedMinBandRatio"":0.014125,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.266931,""cooldownOverrideMinFlux"":0.02957,""cooldownOverrideMinBandRatio"":0.080996,""analyzeIntervalMs"":41}"
136,r025-0027-f2020ee7,25,80,3,0,12,0,0,146,"{""relativeReattackFactor"":3.458302,""relativeReattackMinDelta"":0.006936,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.349128,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.702815,""confirmedRmsMinDelta"":0.00889,""confirmedFluxFactor"":2.108224,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.00775,""confirmedSpectralNoveltyMinBins"":15,""cooldownOverrideFactor"":2.287497,""cooldownOverrideMinFlux"":0.02642,""cooldownOverrideMinBandRatio"":0.084818,""analyzeIntervalMs"":41}"
137,r011-0012-2fb8930d,11,79,3,0,12,0,0,146,"{""relativeReattackFactor"":3.608884,""relativeReattackMinDelta"":0.0041,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.205443,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.556735,""confirmedRmsMinDelta"":0.007339,""confirmedFluxFactor"":2.253051,""confirmedMinFlux"":0.004655,""confirmedMinBandRatio"":0.016256,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.22776,""cooldownOverrideMinFlux"":0.029244,""cooldownOverrideMinBandRatio"":0.075201,""analyzeIntervalMs"":41}"
138,r011-0037-b1d0b478,11,79,3,0,12,0,0,146,"{""relativeReattackFactor"":3.586156,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.154196,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.547592,""confirmedRmsMinDelta"":0.007518,""confirmedFluxFactor"":2.204126,""confirmedMinFlux"":0.004905,""confirmedMinBandRatio"":0.018184,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.419574,""cooldownOverrideMinFlux"":0.029024,""cooldownOverrideMinBandRatio"":0.07452,""analyzeIntervalMs"":41}"
139,r016-0024-a0edd4ff,16,79,3,0,12,0,0,147,"{""relativeReattackFactor"":3.601982,""relativeReattackMinDelta"":0.007078,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.749949,""spectralNoveltyMinBins"":21,""cooldownFrames"":3,""confirmedRmsFactor"":1.717333,""confirmedRmsMinDelta"":0.007428,""confirmedFluxFactor"":2.35701,""confirmedMinFlux"":0.004979,""confirmedMinBandRatio"":0.015109,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.806207,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.079691,""analyzeIntervalMs"":41}"
140,r025-0047-f18c5056,25,79,3,0,12,0,0,146,"{""relativeReattackFactor"":3.639068,""relativeReattackMinDelta"":0.006542,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.47635,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.541932,""confirmedRmsMinDelta"":0.008097,""confirmedFluxFactor"":2.24866,""confirmedMinFlux"":0.003866,""confirmedMinBandRatio"":0.017674,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":2.159905,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.078115,""analyzeIntervalMs"":41}"
141,r007-0028-67eb3c93,7,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.047542,""relativeReattackMinDelta"":0.005161,""relativeFluxFactor"":1.410208,""spectralNoveltyRatio"":3.766781,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.665155,""confirmedRmsMinDelta"":0.007437,""confirmedFluxFactor"":2.096277,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.009079,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.858751,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.085387,""analyzeIntervalMs"":41}"
142,r007-0040-46247ee2,7,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.291382,""relativeReattackMinDelta"":0.006054,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.883227,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.533838,""confirmedRmsMinDelta"":0.008305,""confirmedFluxFactor"":2.104359,""confirmedMinFlux"":0.003385,""confirmedMinBandRatio"":0.013285,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.116371,""cooldownOverrideMinFlux"":0.028729,""cooldownOverrideMinBandRatio"":0.085865,""analyzeIntervalMs"":41}"
143,r008-0010-f456e96c,8,79,3,0,13,0,0,146,"{""relativeReattackFactor"":3.00853,""relativeReattackMinDelta"":0.005422,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.246319,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.699897,""confirmedRmsMinDelta"":0.008483,""confirmedFluxFactor"":2.183587,""confirmedMinFlux"":0.003925,""confirmedMinBandRatio"":0.01304,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.028782,""cooldownOverrideMinBandRatio"":0.084135,""analyzeIntervalMs"":41}"
144,r008-0013-92a0cde0,8,79,3,0,13,0,0,146,"{""relativeReattackFactor"":3.181119,""relativeReattackMinDelta"":0.005047,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.039302,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.515174,""confirmedRmsMinDelta"":0.008394,""confirmedFluxFactor"":2.071092,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.012189,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.076353,""cooldownOverrideMinFlux"":0.028665,""cooldownOverrideMinBandRatio"":0.088313,""analyzeIntervalMs"":41}"
145,r008-0022-02e5032a,8,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.014256,""relativeReattackMinDelta"":0.005251,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.716244,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.632153,""confirmedRmsMinDelta"":0.007262,""confirmedFluxFactor"":2.041491,""confirmedMinFlux"":0.003681,""confirmedMinBandRatio"":0.008758,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.028838,""cooldownOverrideMinBandRatio"":0.082654,""analyzeIntervalMs"":41}"
146,r008-0053-ee2bff1b,8,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.180169,""relativeReattackMinDelta"":0.00664,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.766356,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.52578,""confirmedRmsMinDelta"":0.008505,""confirmedFluxFactor"":2.134138,""confirmedMinFlux"":0.004131,""confirmedMinBandRatio"":0.012664,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.060541,""cooldownOverrideMinFlux"":0.028742,""cooldownOverrideMinBandRatio"":0.086334,""analyzeIntervalMs"":41}"
147,r008-0055-495a7ae7,8,79,3,0,13,0,0,146,"{""relativeReattackFactor"":3.010838,""relativeReattackMinDelta"":0.00656,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.199118,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.686934,""confirmedRmsMinDelta"":0.007757,""confirmedFluxFactor"":2.181546,""confirmedMinFlux"":0.004185,""confirmedMinBandRatio"":0.010476,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029915,""cooldownOverrideMinBandRatio"":0.083779,""analyzeIntervalMs"":41}"
148,r008-0060-7650777b,8,79,3,0,13,0,0,146,"{""relativeReattackFactor"":3.072826,""relativeReattackMinDelta"":0.006511,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.153744,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.685224,""confirmedRmsMinDelta"":0.00781,""confirmedFluxFactor"":2.269538,""confirmedMinFlux"":0.003445,""confirmedMinBandRatio"":0.011861,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.876655,""cooldownOverrideMinFlux"":0.029621,""cooldownOverrideMinBandRatio"":0.082475,""analyzeIntervalMs"":41}"
149,r008-0062-4183f04b,8,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.102362,""relativeReattackMinDelta"":0.005029,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.971473,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.692119,""confirmedRmsMinDelta"":0.007513,""confirmedFluxFactor"":2.147708,""confirmedMinFlux"":0.003256,""confirmedMinBandRatio"":0.008403,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.002558,""cooldownOverrideMinFlux"":0.029362,""cooldownOverrideMinBandRatio"":0.084387,""analyzeIntervalMs"":41}"
150,r008-0068-25286128,8,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.198217,""relativeReattackMinDelta"":0.006328,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.780232,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.542221,""confirmedRmsMinDelta"":0.007954,""confirmedFluxFactor"":2.141504,""confirmedMinFlux"":0.004147,""confirmedMinBandRatio"":0.012244,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.173417,""cooldownOverrideMinFlux"":0.029609,""cooldownOverrideMinBandRatio"":0.087107,""analyzeIntervalMs"":41}"
151,r009-0004-03d0004b,9,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.281411,""relativeReattackMinDelta"":0.00545,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.914717,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.520009,""confirmedRmsMinDelta"":0.008722,""confirmedFluxFactor"":2.095755,""confirmedMinFlux"":0.003664,""confirmedMinBandRatio"":0.011596,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.220432,""cooldownOverrideMinFlux"":0.029505,""cooldownOverrideMinBandRatio"":0.084978,""analyzeIntervalMs"":41}"
152,r010-0013-ce4f2c4a,10,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.310243,""relativeReattackMinDelta"":0.006088,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.981642,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.577338,""confirmedRmsMinDelta"":0.007655,""confirmedFluxFactor"":2.096506,""confirmedMinFlux"":0.004037,""confirmedMinBandRatio"":0.015459,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.108539,""cooldownOverrideMinFlux"":0.027924,""cooldownOverrideMinBandRatio"":0.076672,""analyzeIntervalMs"":41}"
153,r017-0050-f526f981,17,79,3,0,13,0,0,147,"{""relativeReattackFactor"":3.29838,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.126474,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.704498,""confirmedRmsMinDelta"":0.006666,""confirmedFluxFactor"":2.009508,""confirmedMinFlux"":0.003564,""confirmedMinBandRatio"":0.010299,""confirmedSpectralNoveltyMinBins"":15,""cooldownOverrideFactor"":2.289378,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.078981,""analyzeIntervalMs"":41}"
154,r006-0056-2543e563,6,78,3,0,14,0,0,148,"{""relativeReattackFactor"":3.048521,""relativeReattackMinDelta"":0.005751,""relativeFluxFactor"":1.421894,""spectralNoveltyRatio"":3.854089,""spectralNoveltyMinBins"":24,""cooldownFrames"":3,""confirmedRmsFactor"":1.79512,""confirmedRmsMinDelta"":0.008593,""confirmedFluxFactor"":2.130363,""confirmedMinFlux"":0.003332,""confirmedMinBandRatio"":0.014144,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":1.826161,""cooldownOverrideMinFlux"":0.026963,""cooldownOverrideMinBandRatio"":0.082468,""analyzeIntervalMs"":41}"
155,r007-0002-530554ba,7,78,3,0,14,0,0,147,"{""relativeReattackFactor"":3.025995,""relativeReattackMinDelta"":0.006134,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.220275,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.695604,""confirmedRmsMinDelta"":0.008042,""confirmedFluxFactor"":2.234594,""confirmedMinFlux"":0.003388,""confirmedMinBandRatio"":0.011468,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.840486,""cooldownOverrideMinFlux"":0.029795,""cooldownOverrideMinBandRatio"":0.085604,""analyzeIntervalMs"":41}"
156,r007-0072-25198111,7,78,3,0,14,0,0,148,"{""relativeReattackFactor"":3.077824,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.018478,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.72518,""confirmedRmsMinDelta"":0.00787,""confirmedFluxFactor"":2.237091,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.014195,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.931437,""cooldownOverrideMinFlux"":0.028173,""cooldownOverrideMinBandRatio"":0.084522,""analyzeIntervalMs"":41}"
157,r008-0038-8c20a86d,8,78,3,0,14,0,0,148,"{""relativeReattackFactor"":3.247878,""relativeReattackMinDelta"":0.006417,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.076663,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.530984,""confirmedRmsMinDelta"":0.008164,""confirmedFluxFactor"":2.106072,""confirmedMinFlux"":0.003605,""confirmedMinBandRatio"":0.011873,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.171052,""cooldownOverrideMinFlux"":0.027565,""cooldownOverrideMinBandRatio"":0.085626,""analyzeIntervalMs"":41}"
158,r009-0048-89272957,9,78,3,0,14,0,0,148,"{""relativeReattackFactor"":3.050258,""relativeReattackMinDelta"":0.004817,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.702837,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.63605,""confirmedRmsMinDelta"":0.007458,""confirmedFluxFactor"":2.135273,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.008411,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.913736,""cooldownOverrideMinFlux"":0.029281,""cooldownOverrideMinBandRatio"":0.087956,""analyzeIntervalMs"":41}"
159,r021-0012-65b7e184,21,78,3,0,14,0,0,147,"{""relativeReattackFactor"":3.225879,""relativeReattackMinDelta"":0.005557,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.643309,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.712853,""confirmedRmsMinDelta"":0.008823,""confirmedFluxFactor"":2.321424,""confirmedMinFlux"":0.005353,""confirmedMinBandRatio"":0.016672,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.116939,""cooldownOverrideMinFlux"":0.027185,""cooldownOverrideMinBandRatio"":0.081096,""analyzeIntervalMs"":41}"
160,r008-0017-55d21376,8,77,3,0,13,0,0,145,"{""relativeReattackFactor"":2.948279,""relativeReattackMinDelta"":0.005061,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.86083,""spectralNoveltyMinBins"":30,""cooldownFrames"":3,""confirmedRmsFactor"":1.688401,""confirmedRmsMinDelta"":0.007384,""confirmedFluxFactor"":2.035404,""confirmedMinFlux"":0.003799,""confirmedMinBandRatio"":0.007546,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":1.914483,""cooldownOverrideMinFlux"":0.029224,""cooldownOverrideMinBandRatio"":0.084813,""analyzeIntervalMs"":41}"
161,r007-0045-daf09641,7,76,3,0,13,0,0,148,"{""relativeReattackFactor"":3.34065,""relativeReattackMinDelta"":0.004349,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.97072,""spectralNoveltyMinBins"":20,""cooldownFrames"":3,""confirmedRmsFactor"":1.616758,""confirmedRmsMinDelta"":0.0084,""confirmedFluxFactor"":2.056774,""confirmedMinFlux"":0.003135,""confirmedMinBandRatio"":0.017324,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.098291,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.082589,""analyzeIntervalMs"":41}"
162,r008-0026-21bb4c2c,8,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.427999,""relativeReattackMinDelta"":0.004759,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.318085,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.533289,""confirmedRmsMinDelta"":0.007826,""confirmedFluxFactor"":2.113092,""confirmedMinFlux"":0.004581,""confirmedMinBandRatio"":0.014661,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.063897,""cooldownOverrideMinFlux"":0.028783,""cooldownOverrideMinBandRatio"":0.075335,""analyzeIntervalMs"":41}"
163,r009-0017-97a5b693,9,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.393239,""relativeReattackMinDelta"":0.005349,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.14783,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.585255,""confirmedRmsMinDelta"":0.007991,""confirmedFluxFactor"":2.167009,""confirmedMinFlux"":0.004339,""confirmedMinBandRatio"":0.013982,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.106362,""cooldownOverrideMinFlux"":0.029856,""cooldownOverrideMinBandRatio"":0.080794,""analyzeIntervalMs"":41}"
164,r009-0057-8d475103,9,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.480748,""relativeReattackMinDelta"":0.00509,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.966344,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.513901,""confirmedRmsMinDelta"":0.008354,""confirmedFluxFactor"":2.140386,""confirmedMinFlux"":0.003449,""confirmedMinBandRatio"":0.013705,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.263258,""cooldownOverrideMinFlux"":0.028783,""cooldownOverrideMinBandRatio"":0.075678,""analyzeIntervalMs"":41}"
165,r010-0024-2f0665df,10,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.407659,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.079561,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.529442,""confirmedRmsMinDelta"":0.007713,""confirmedFluxFactor"":2.133939,""confirmedMinFlux"":0.004336,""confirmedMinBandRatio"":0.014893,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.251646,""cooldownOverrideMinFlux"":0.028235,""cooldownOverrideMinBandRatio"":0.074755,""analyzeIntervalMs"":41}"
166,r010-0033-dab79951,10,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.465605,""relativeReattackMinDelta"":0.005041,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.159673,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.570489,""confirmedRmsMinDelta"":0.008268,""confirmedFluxFactor"":2.068512,""confirmedMinFlux"":0.003683,""confirmedMinBandRatio"":0.012606,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.281556,""cooldownOverrideMinFlux"":0.029748,""cooldownOverrideMinBandRatio"":0.079543,""analyzeIntervalMs"":41}"
167,r010-0045-3f1892f7,10,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.476068,""relativeReattackMinDelta"":0.004486,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.955105,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.568111,""confirmedRmsMinDelta"":0.007406,""confirmedFluxFactor"":2.140125,""confirmedMinFlux"":0.004,""confirmedMinBandRatio"":0.015543,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.153372,""cooldownOverrideMinFlux"":0.028552,""cooldownOverrideMinBandRatio"":0.078577,""analyzeIntervalMs"":41}"
168,r011-0062-8544ec37,11,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.468702,""relativeReattackMinDelta"":0.004793,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.093836,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.506751,""confirmedRmsMinDelta"":0.007429,""confirmedFluxFactor"":2.159564,""confirmedMinFlux"":0.004816,""confirmedMinBandRatio"":0.018873,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":2.332191,""cooldownOverrideMinFlux"":0.02894,""cooldownOverrideMinBandRatio"":0.075276,""analyzeIntervalMs"":41}"
169,r011-0067-952735f5,11,76,3,0,13,0,0,147,"{""relativeReattackFactor"":3.471605,""relativeReattackMinDelta"":0.00416,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.297333,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.546596,""confirmedRmsMinDelta"":0.007383,""confirmedFluxFactor"":2.24297,""confirmedMinFlux"":0.004727,""confirmedMinBandRatio"":0.01615,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.19957,""cooldownOverrideMinFlux"":0.029085,""cooldownOverrideMinBandRatio"":0.074135,""analyzeIntervalMs"":41}"
170,r005-0001-c478bdc1,5,76,3,0,14,0,0,147,"{""relativeReattackFactor"":2.965633,""relativeReattackMinDelta"":0.005108,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.137769,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.742091,""confirmedRmsMinDelta"":0.00822,""confirmedFluxFactor"":2.200974,""confirmedMinFlux"":0.003557,""confirmedMinBandRatio"":0.013067,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.028639,""cooldownOverrideMinBandRatio"":0.084039,""analyzeIntervalMs"":41}"
171,r006-0006-a78bd62f,6,76,3,0,14,0,0,147,"{""relativeReattackFactor"":2.933773,""relativeReattackMinDelta"":0.00498,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.901203,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.709001,""confirmedRmsMinDelta"":0.007621,""confirmedFluxFactor"":2.127664,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.011361,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029863,""cooldownOverrideMinBandRatio"":0.087494,""analyzeIntervalMs"":41}"
172,r007-0038-b02423ff,7,76,3,0,14,0,0,147,"{""relativeReattackFactor"":2.998721,""relativeReattackMinDelta"":0.006,""relativeFluxFactor"":1.412179,""spectralNoveltyRatio"":3.912908,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.694155,""confirmedRmsMinDelta"":0.008153,""confirmedFluxFactor"":2.120995,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.012712,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029881,""cooldownOverrideMinBandRatio"":0.084972,""analyzeIntervalMs"":41}"
173,r007-0078-7a110eca,7,76,3,0,14,0,0,147,"{""relativeReattackFactor"":2.951916,""relativeReattackMinDelta"":0.005986,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.749867,""spectralNoveltyMinBins"":30,""cooldownFrames"":3,""confirmedRmsFactor"":1.742089,""confirmedRmsMinDelta"":0.008168,""confirmedFluxFactor"":2.088369,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.009015,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":1.813635,""cooldownOverrideMinFlux"":0.029562,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
174,r008-0042-7366e96f,8,76,3,0,14,0,0,147,"{""relativeReattackFactor"":2.9617,""relativeReattackMinDelta"":0.006089,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.762719,""spectralNoveltyMinBins"":30,""cooldownFrames"":3,""confirmedRmsFactor"":1.670346,""confirmedRmsMinDelta"":0.007696,""confirmedFluxFactor"":2.11936,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.010163,""confirmedSpectralNoveltyMinBins"":10,""cooldownOverrideFactor"":1.986973,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.086406,""analyzeIntervalMs"":41}"
175,r008-0047-f6490630,8,76,3,0,14,0,0,148,"{""relativeReattackFactor"":2.936729,""relativeReattackMinDelta"":0.004671,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.755803,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.655335,""confirmedRmsMinDelta"":0.007616,""confirmedFluxFactor"":2.115293,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.010817,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":1.949067,""cooldownOverrideMinFlux"":0.028886,""cooldownOverrideMinBandRatio"":0.083752,""analyzeIntervalMs"":41}"
176,r009-0013-3dd3a501,9,76,3,0,14,0,0,147,"{""relativeReattackFactor"":2.966281,""relativeReattackMinDelta"":0.005452,""relativeFluxFactor"":1.420888,""spectralNoveltyRatio"":3.634353,""spectralNoveltyMinBins"":30,""cooldownFrames"":3,""confirmedRmsFactor"":1.68217,""confirmedRmsMinDelta"":0.007287,""confirmedFluxFactor"":2.125391,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.010152,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.980997,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.088089,""analyzeIntervalMs"":41}"
