rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
22,r013-0010-6f9c2ead,13,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.571562,""relativeReattackMinDelta"":0.00467,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.037068,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.616391,""confirmedRmsMinDelta"":0.007436,""confirmedFluxFactor"":2.033648,""confirmedMinFlux"":0.004699,""confirmedMinBandRatio"":0.013804,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.205522,""cooldownOverrideMinFlux"":0.029313,""cooldownOverrideMinBandRatio"":0.079366,""analyzeIntervalMs"":41}"
23,r013-0026-4207b6df,13,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.542619,""relativeReattackMinDelta"":0.004153,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.261482,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.584876,""confirmedRmsMinDelta"":0.007792,""confirmedFluxFactor"":2.139354,""confirmedMinFlux"":0.003999,""confirmedMinBandRatio"":0.012758,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.099675,""cooldownOverrideMinFlux"":0.029087,""cooldownOverrideMinBandRatio"":0.080937,""analyzeIntervalMs"":41}"
24,r013-0049-8df34b86,13,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.49702,""relativeReattackMinDelta"":0.004153,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.217641,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.597022,""confirmedRmsMinDelta"":0.008226,""confirmedFluxFactor"":2.081135,""confirmedMinFlux"":0.004299,""confirmedMinBandRatio"":0.010952,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":2.346279,""cooldownOverrideMinFlux"":0.029701,""cooldownOverrideMinBandRatio"":0.077444,""analyzeIntervalMs"":41}"
25,r013-0054-75b8b4eb,13,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.506201,""relativeReattackMinDelta"":0.005736,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.214543,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.558491,""confirmedRmsMinDelta"":0.00761,""confirmedFluxFactor"":2.08891,""confirmedMinFlux"":0.004827,""confirmedMinBandRatio"":0.014028,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.312668,""cooldownOverrideMinFlux"":0.029408,""cooldownOverrideMinBandRatio"":0.081851,""analyzeIntervalMs"":41}"
26,r013-0061-e052bd17,13,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.60017,""relativeReattackMinDelta"":0.005455,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.197352,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.632331,""confirmedRmsMinDelta"":0.007851,""confirmedFluxFactor"":2.152267,""confirmedMinFlux"":0.004401,""confirmedMinBandRatio"":0.011675,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.254289,""cooldownOverrideMinFlux"":0.028698,""cooldownOverrideMinBandRatio"":0.078284,""analyzeIntervalMs"":41}"
27,r013-0064-81c9b56a,13,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.561949,""relativeReattackMinDelta"":0.005328,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.132882,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.534019,""confirmedRmsMinDelta"":0.008219,""confirmedFluxFactor"":2.135676,""confirmedMinFlux"":0.004719,""confirmedMinBandRatio"":0.013381,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.205903,""cooldownOverrideMinFlux"":0.028521,""cooldownOverrideMinBandRatio"":0.080169,""analyzeIntervalMs"":41}"
28,r014-0001-938c0729,14,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.610011,""relativeReattackMinDelta"":0.005148,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.044291,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.595796,""confirmedRmsMinDelta"":0.007813,""confirmedFluxFactor"":2.129837,""confirmedMinFlux"":0.003618,""confirmedMinBandRatio"":0.011241,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.133107,""cooldownOverrideMinFlux"":0.028447,""cooldownOverrideMinBandRatio"":0.081599,""analyzeIntervalMs"":41}"
29,r014-0018-fd005088,14,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.584503,""relativeReattackMinDelta"":0.006199,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.016223,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.523103,""confirmedRmsMinDelta"":0.007911,""confirmedFluxFactor"":2.107838,""confirmedMinFlux"":0.003769,""confirmedMinBandRatio"":0.013071,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":2.142768,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.080616,""analyzeIntervalMs"":41}"
30,r014-0024-29177c4e,14,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.524966,""relativeReattackMinDelta"":0.004293,""relativeFluxFactor"":1.413658,""spectralNoveltyRatio"":4.155385,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.602342,""confirmedRmsMinDelta"":0.008251,""confirmedFluxFactor"":2.118961,""confirmedMinFlux"":0.004499,""confirmedMinBandRatio"":0.011318,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.268564,""cooldownOverrideMinFlux"":0.028433,""cooldownOverrideMinBandRatio"":0.079822,""analyzeIntervalMs"":41}"
31,r014-0042-3ae39a02,14,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.593518,""relativeReattackMinDelta"":0.004178,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.135642,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.591174,""confirmedRmsMinDelta"":0.007396,""confirmedFluxFactor"":2.2411,""confirmedMinFlux"":0.004583,""confirmedMinBandRatio"":0.016512,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":2.30753,""cooldownOverrideMinFlux"":0.027641,""cooldownOverrideMinBandRatio"":0.071334,""analyzeIntervalMs"":41}"
32,r014-0043-ddd4bb73,14,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.605936,""relativeReattackMinDelta"":0.007193,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.890316,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.583341,""confirmedRmsMinDelta"":0.007224,""confirmedFluxFactor"":2.171973,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.012389,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.17906,""cooldownOverrideMinFlux"":0.029969,""cooldownOverrideMinBandRatio"":0.082586,""analyzeIntervalMs"":41}"
33,r014-0050-b6bca98f,14,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.50297,""relativeReattackMinDelta"":0.005261,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.003316,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.629169,""confirmedRmsMinDelta"":0.007808,""confirmedFluxFactor"":2.019838,""confirmedMinFlux"":0.003847,""confirmedMinBandRatio"":0.013534,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.118317,""cooldownOverrideMinFlux"":0.029802,""cooldownOverrideMinBandRatio"":0.078596,""analyzeIntervalMs"":41}"
34,r014-0051-c7aed7e6,14,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.524548,""relativeReattackMinDelta"":0.005309,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.131764,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.612119,""confirmedRmsMinDelta"":0.007855,""confirmedFluxFactor"":2.159653,""confirmedMinFlux"":0.003401,""confirmedMinBandRatio"":0.011307,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.200935,""cooldownOverrideMinFlux"":0.027984,""cooldownOverrideMinBandRatio"":0.077603,""analyzeIntervalMs"":41}"
35,r014-0056-0181fd2b,14,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.570925,""relativeReattackMinDelta"":0.004454,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.090174,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.608398,""confirmedRmsMinDelta"":0.007683,""confirmedFluxFactor"":2.152811,""confirmedMinFlux"":0.00361,""confirmedMinBandRatio"":0.010942,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.115555,""cooldownOverrideMinFlux"":0.027798,""cooldownOverrideMinBandRatio"":0.080727,""analyzeIntervalMs"":41}"
36,r014-0064-64253f40,14,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.598041,""relativeReattackMinDelta"":0.005735,""relativeFluxFactor"":1.401565,""spectralNoveltyRatio"":3.886846,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.608749,""confirmedRmsMinDelta"":0.008396,""confirmedFluxFactor"":2.133645,""confirmedMinFlux"":0.005135,""confirmedMinBandRatio"":0.011806,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":2.226051,""cooldownOverrideMinFlux"":0.02915,""cooldownOverrideMinBandRatio"":0.079215,""analyzeIntervalMs"":41}"
37,r014-0069-270fa14f,14,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.497193,""relativeReattackMinDelta"":0.004979,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.014234,""spectralNoveltyMinBins"":29,""cooldownFrames"":3,""confirmedRmsFactor"":1.608656,""confirmedRmsMinDelta"":0.008244,""confirmedFluxFactor"":2.094025,""confirmedMinFlux"":0.004816,""confirmedMinBandRatio"":0.012701,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":2.203553,""cooldownOverrideMinFlux"":0.028791,""cooldownOverrideMinBandRatio"":0.077307,""analyzeIntervalMs"":41}"
38,r015-0001-8e8a9a6d,15,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.57338,""relativeReattackMinDelta"":0.005584,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.095584,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.656969,""confirmedRmsMinDelta"":0.008152,""confirmedFluxFactor"":2.205774,""confirmedMinFlux"":0.004253,""confirmedMinBandRatio"":0.013053,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.286402,""cooldownOverrideMinFlux"":0.028594,""cooldownOverrideMinBandRatio"":0.080076,""analyzeIntervalMs"":41}"
39,r015-0007-09c819af,15,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.610224,""relativeReattackMinDelta"":0.004418,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.150771,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.555364,""confirmedRmsMinDelta"":0.007058,""confirmedFluxFactor"":2.18869,""confirmedMinFlux"":0.004559,""confirmedMinBandRatio"":0.017368,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":2.3563,""cooldownOverrideMinFlux"":0.029052,""cooldownOverrideMinBandRatio"":0.073297,""analyzeIntervalMs"":41}"
40,r015-0016-2965e0fa,15,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.520897,""relativeReattackMinDelta"":0.005353,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.196673,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.643971,""confirmedRmsMinDelta"":0.00756,""confirmedFluxFactor"":2.166586,""confirmedMinFlux"":0.00391,""confirmedMinBandRatio"":0.012357,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.327767,""cooldownOverrideMinFlux"":0.027816,""cooldownOverrideMinBandRatio"":0.080822,""analyzeIntervalMs"":41}"
41,r015-0048-c26b9023,15,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.586229,""relativeReattackMinDelta"":0.006976,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.071829,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.533154,""confirmedRmsMinDelta"":0.007585,""confirmedFluxFactor"":2.140813,""confirmedMinFlux"":0.003606,""confirmedMinBandRatio"":0.013384,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.04336,""cooldownOverrideMinFlux"":0.029432,""cooldownOverrideMinBandRatio"":0.080493,""analyzeIntervalMs"":41}"
42,r015-0049-428a1eea,15,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.529595,""relativeReattackMinDelta"":0.00513,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.986398,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.562592,""confirmedRmsMinDelta"":0.008399,""confirmedFluxFactor"":2.095579,""confirmedMinFlux"":0.005396,""confirmedMinBandRatio"":0.011213,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.287865,""cooldownOverrideMinFlux"":0.028678,""cooldownOverrideMinBandRatio"":0.07887,""analyzeIntervalMs"":41}"
